"SYMBOL","СTO_1","СTO_2","СTO_3","СTO_4","СTO_5","СTO_6","СTO_7","СTO_8","СTO_9","СTO_10"
"EZR",13756.1800908601,9645.89972521726,18397.2591237265,12734.9377367676,15577.6096512897,9994.05798081162,4594.61109083039,9179.01713627228,11777.166721303,11028.4046860823
"F11R",3301.14480803291,2194.03901993773,2744.65493852536,3343.43126109595,3085.67683164947,2443.56208715747,1960.4426736169,2152.65889691612,3156.47374004072,2195.18622046316
"F13A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F2R",509.552981990165,359.842076585389,387.251073066957,194.925773333,450.708855297875,171.079456955339,180.789030287529,440.416129829087,597.748386749554,312.106342678018
"F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F8A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAAH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FABP3",949.520988475159,1570.29196110006,818.782909103871,1548.64741437925,1188.17001722029,1445.26007796418,781.73355109564,539.575317097425,766.237894382324,831.609257659399
"FABP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FABP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FADD",103.633765705812,95.8074560567789,103.718992207235,124.593179224053,75.7657828693197,136.739212819062,82.3333598172973,88.448806451071,92.0710635300405,110.920775189352
"FADS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FADS2",3733.75187777095,1965.1411409953,4838.773159367,11633.2982450702,7493.73496486405,3469.89089084064,3684.83074080246,2755.56839907391,2079.96561067556,6250.31440406031
"FADS3",1863.35398895364,2288.76356321245,2078.67705314222,2172.5176029261,1722.97112210941,5129.64100198072,5266.43094758852,2106.30382052651,1417.72448596455,2302.57664206163
"FAF1",2047.22443722529,2623.66757994271,2408.02615456378,1812.14600348932,2444.47930171836,2263.16209987943,2501.24238838226,2209.03534835771,2271.93682547224,2276.58233989339
"FAF2",1574.07456555254,1361.06527959255,2337.96355099606,1909.448666366,1724.11787629336,1684.65357658528,1210.44694745254,1356.11245019388,1412.31753307849,1618.15201112417
"FAH",1487.6114312704,1295.14454620755,1574.73468157753,960.402367584311,1022.33760546018,1158.97992961061,2084.25759527078,1343.33334328451,1472.29520017369,1573.8723842206
"FAHD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAHD2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAHD2B",628.140330939026,627.598306507912,613.526923367208,520.193282979803,604.50690336972,495.028770119984,538.398359175792,578.420758292847,617.611990654879,556.837343575739
"FAM104A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM104B",339.043473759222,328.439984401299,347.1622560924,406.346934536114,352.165482216554,432.846768080038,340.247087474625,341.264234167855,344.369664322491,385.417314092354
"FAM107A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM107B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM110A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM110B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM111A",1154.37091015806,1624.75426774887,1483.39500180849,2246.32574354736,1568.19873714692,1287.83223346539,1077.50722059686,1547.75858533557,1856.0813269622,1659.20612419978
"FAM114A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM114A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM117A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM117B",344.253898445879,384.147416878858,353.101807731952,355.056202648384,465.25111411998,320.447810615646,348.750441897507,369.586838401539,381.704482398242,379.839017478909
"FAM118A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM118B",476.023788687932,416.825313476236,542.983696927232,718.794792625069,508.93503568711,646.298161414912,480.116752083706,422.450390847777,445.339549734819,470.024049766142
"FAM120A",8317.10813266077,7305.39455464026,7166.74209160077,7226.08999709476,8087.04511351214,5725.28081249377,6441.46659685617,8044.22873168892,9636.11578825927,7714.63983673212
"FAM120AOS",1465.26312874088,1334.50986268897,1331.73075342944,2081.70829658335,1185.25221127108,1617.72324264877,1789.06308443076,1620.52949143244,1499.60698052342,2001.20008409197
"FAM120C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM124A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM124B",39.5190961934447,34.3646723557865,41.6663171883899,36.8532260916484,48.6937357376336,34.6169131043122,56.3648863215444,38.0806948697109,48.4179552489682,32.8128808162805
"FAM131A",1254.40175073194,1505.06666231132,1866.4891952638,1930.38080387769,1183.238344022,1711.69837430424,1646.88424381383,1784.8692984741,1617.92858101844,1412.42773695983
"FAM131B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM133B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM135A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM136A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM13A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM13B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM149A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM149B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM162A",2286.75003064859,2337.59157037307,2217.45955465396,2212.75074224119,2461.22890031088,3355.85022911657,2711.92294994289,2096.99639292982,2668.51951705588,2698.18058470513
"FAM168A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM168B",9917.24383108727,9502.22172118544,6114.05640134542,7340.75249857606,8229.33524023447,6586.77210985408,10476.2538512619,10156.0326722185,10203.8149730394,7714.77181098798
"FAM169A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM171A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM171B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM172A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM174A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM174B",593.755499707211,475.041801233084,786.160662568763,653.054689876049,670.151710653258,307.214531695768,378.296056619097,858.203881357551,847.545032020621,853.033986781634
"FAM177A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM178B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM184A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM185A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM193A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM193B",4659.5378653984,4806.77044981267,3810.0827593394,3298.44111060943,3668.00232525444,3281.53831556511,3506.9913766709,3956.4454791417,3280.72867611353,3989.62210361216
"FAM199X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM200A",179.671206384809,187.228729470756,206.147172192103,208.534453068286,191.2799657619,180.677472154222,200.725566063249,192.164330224416,196.655234600769,189.376070143873
"FAM200B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM204A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM20A",219.056509094708,445.628368929044,271.604983277172,220.537917274394,226.977016387541,560.733693584825,190.81120964578,257.688721424889,225.572491732827,220.566881850914
"FAM20B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM20C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM210A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM210B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM216A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM217B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM219A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM219B",3294.0306903531,3878.10849881003,2977.98243395096,2624.89472936472,2969.97621658973,2881.86314533533,4834.64820939889,4173.30341286507,3703.36759144639,3759.05279329956
"FAM220A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM221A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM222A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM222B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM227B",89.3458729960933,127.677241791949,109.954077471412,104.882907937367,88.0000300214602,101.889751799148,101.710645479984,136.508662255189,100.509999765076,101.92735878643
"FAM229B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM32A",1321.90723124307,1506.97661002627,1343.44301709051,1596.56783877832,1612.72489188767,1815.00662899337,1805.11471579563,1592.15133269673,1615.44353542646,1776.45898103268
"FAM3A",2464.99891003025,2366.97948710208,2789.51371054162,2748.04470847914,2614.86996292916,3052.83786453697,2814.49952676147,2642.04733539488,1885.34358841338,2318.01353742834
"FAM3C",1311.20251600823,1228.63246396499,1474.01432210334,1089.59234773612,1369.28750927805,1100.96472593761,930.713810057244,1382.40973826899,1123.04117591542,1130.20248853551
"FAM43A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM50A",2324.11434753069,1709.25484683741,2016.59099443864,2494.75418264391,2270.16551225618,3076.14092969538,2378.88244733468,2006.79776082237,1957.08766578229,2202.42887978795
"FAM50B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM53B",3914.65702033713,3536.37344079833,2964.15917073323,3716.23367993802,3142.02205631318,3668.55632175283,4015.19180362769,3643.74156520159,5926.18070134432,3045.50937341863
"FAM53C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM76A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM76B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM78A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM83G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM86B3P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM86DP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM89A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM89B",352.392648861492,305.984093510498,315.799477362149,418.826317281844,393.488340262797,432.026031007975,323.484876040342,308.30997674241,362.274693033276,302.720324673983
"FAM8A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM91A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAM98A",1303.77500137729,1328.84213220214,1594.08611958688,1222.48145156493,1487.85476869036,1240.35957283808,1141.21428840727,1117.50060465351,1059.32565772223,1059.32985875671
"FAM98B",905.973983874916,957.736981736585,984.917162445371,844.261238818179,844.810479879931,721.598145379696,911.29793219574,917.589815123453,890.340413600221,1015.20234743199
"FAM98C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FANCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FANCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FANCD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FANCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FANCF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FANCG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FANCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FANCL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FANCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARP1",1986.57038572053,1632.97218474532,1819.52093827466,773.219560596284,1839.86850419095,1723.11275752433,843.351801646202,1717.028514205,1659.21054451947,2001.30764222546
"FARP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARSA",2506.00302792628,2751.00566393211,2253.28160367233,2494.45539780684,2628.31335545493,2642.65386740491,1897.60138562747,2403.67450061898,2090.54898485024,2870.01399598986
"FARSB",1792.51793699501,2249.96418232522,2045.44379986462,1997.02002304389,1853.04028603923,1971.39194649061,1625.60864451592,1586.63159433282,1562.94083868828,1957.8007652708
"FAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASN",20200.3100223081,22866.7413935092,13815.0332439099,10954.3547493397,20669.0580623653,9848.6726039496,30126.0437734665,18898.477634595,13169.4638508672,28430.9763155372
"FASTK",3335.49158249175,3085.35035095159,3629.75394801286,3144.4766275246,2972.43651186635,3423.65816192721,3417.95966049926,2915.26473741651,2880.45070800131,3448.80716453068
"FASTKD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASTKD2",523.963212849554,784.91150256526,730.812634498345,776.223092865352,770.555083338626,704.122346847616,788.005989117087,658.840731247348,642.766296206718,631.711490962108
"FASTKD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FASTKD5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAT4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAU",13549.2602318711,18609.7986626734,17283.7558485361,20115.1162179355,19642.9136349963,18183.6105721002,20173.8072721735,18882.6350747803,18996.8312845534,16363.9243286665
"FAXDC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBL",2560.13317274733,3213.43583659365,2236.65160358029,2530.82680475065,2399.05889902429,2876.28109823804,2275.0303623362,2567.74225898139,2664.03665133722,2419.45016999755
"FBLIM1",673.820593476956,681.075440299476,387.332796798149,266.854526504132,668.978149975054,795.64235359684,290.891347608941,584.242827546482,646.325364577075,690.627286098347
"FBLN1",5160.14030026725,3963.06993756228,4737.77963339132,1770.21245522697,5458.4920475867,3478.52094864883,4646.78915822999,5401.01864344543,5059.78323541927,4540.30185395257
"FBLN2",2266.19072685441,1064.54856176333,1259.28206631243,1459.59642044897,1329.37245554426,1525.27366958805,2714.26273189546,1909.22815813132,1526.69588140113,1169.7184392726
"FBLN5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBRS",6196.38358332712,5122.92033357081,5764.4934389499,4868.95518538236,5039.51443659379,5850.42782015637,5327.60476831276,6739.27571771308,8563.17977157377,7124.10569902219
"FBRSL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL14",356.087846471988,360.055016854793,382.727904413474,383.618614527556,314.261461971409,279.306474681199,366.243004393128,382.679063126848,417.217875415246,334.612033893467
"FBXL15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL19-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL6",978.004805063839,678.399173780241,1000.52834878252,1070.00123317018,842.210829430116,1035.20465484816,544.521035911711,628.126342672546,712.488302005711,1231.32676765312
"FBXL7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXL8",318.996431988251,277.977868752885,278.023099189525,245.73452414198,261.894575468783,305.076757752195,230.157988882217,304.263911763237,272.17648152488,261.261799139364
"FBXO10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO11",1050.58405934445,1010.24613096183,1044.73848973956,944.27662238576,1245.30806932765,804.506507324293,1270.84382909389,1122.02989577003,1191.70446694887,966.468696836926
"FBXO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO3",1634.02610299666,2223.019573998,2451.88663565251,2840.01721260268,2537.47724909634,2089.59531955235,2530.25847807923,2298.41563503038,2059.28901973437,2200.29584912367
"FBXO30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO32",5537.80163625315,5828.18058451429,4131.34455480891,2567.85540429761,2712.99343715259,4969.49262450709,1880.85869884065,8440.12787587848,6041.24869699886,3256.29332512756
"FBXO33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO4",208.640516975887,233.212791843699,234.630547878687,257.755717413781,199.747866142178,211.568379922155,248.934072148473,236.403490988622,221.295089247447,262.452582666173
"FBXO41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO7",6914.05742323412,7053.93250568267,5538.04191305483,5660.38049806266,7465.56729608197,6986.91934123802,7256.75757916107,6431.68397733732,6975.79512492053,6913.36384137799
"FBXO8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXO9",3257.28220862245,2779.11404263053,2605.05691865037,2791.71022996867,3164.52527548839,2767.90417252978,3534.18267395348,3286.96520437483,2732.7654417163,3422.40545234958
"FBXW11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXW2",3342.68827227966,3307.46550558425,2605.51917168336,4352.47951533776,3804.59928708217,2468.32207419547,3745.2619795251,3370.56680703241,3921.39217855545,3583.80181386935
"FBXW4",2921.36085952136,3681.53966098082,3514.14302796571,2354.84411018424,3014.65314097921,3448.22285714343,4936.38316188819,4107.68979412553,4994.70758950111,5301.38364309765
"FBXW5",6372.08345799064,8373.9193705384,6156.04746467528,10826.9166499128,7212.39777515342,11182.7285004936,10195.2515337968,7058.69115001717,7876.95324059775,6933.02337047745
"FBXW7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBXW8",506.821560337967,479.129991841593,476.293983485228,404.669363379126,458.627621669507,443.489844564954,410.800711101139,470.926396524367,523.901375779689,486.669206417238
"FBXW9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FCER1G",892.378136958092,958.347752399705,1212.2593758667,1278.60135320951,1416.74354585689,1976.5920066525,928.721835450022,1257.0382017687,1329.76227434019,1410.04566691259
"FCF1",1212.00073575403,1282.08584197414,1222.0813701557,1126.96118586293,1122.82302260489,1141.67184531826,1276.81322350936,1344.84080393001,1291.75504919909,1164.5708392614
"FCGBP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FCGR2A",978.076497181756,860.463142839635,1510.97059981244,1667.79287030914,1426.87155660599,2783.23237669286,667.125880471286,844.385868319416,822.18456708606,1043.74967246598
"FCGR3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FCGRT",3736.50305689046,6720.96293871018,4908.26508381348,4544.15287974084,3746.6353502506,5563.76336012679,6571.13151028557,6919.0930181231,4317.67429964636,5172.75957190733
"FCHO1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FCHO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FCHSD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FCHSD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FCN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FDFT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FDPS",1214.78655142954,1104.20208043315,988.771804858427,1981.95187241066,1151.26310028395,1128.11854738732,1268.99258822363,1059.62614699418,1077.00233269359,1119.55298560887
"FDX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FDXACB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FDXR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FECH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEM1B",2341.2295870554,3022.5104966404,2317.58467061519,2481.65970866213,2097.65745487704,1619.1403617851,2355.72502584396,2858.48855082076,2963.32920038727,2163.94453686412
"FEM1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FER1L4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FERMT2",1822.37895816141,1435.95140384339,1518.06234065311,1041.35729834309,1267.6139697116,1175.47969035639,2974.13639453602,1592.31477783803,1321.2384656198,839.728202272281
"FERMT3",621.272440242369,583.409784728511,605.852334780311,959.314893225345,776.537141339295,1277.55523602993,477.308086754149,609.017874855926,469.211836557619,501.298205627389
"FES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEZ2",1804.1238229064,2118.07398914002,1891.12210291724,1749.17439206417,2141.12812814545,2059.17225860253,3047.48391501074,2017.84612552132,1880.62156457389,2061.92342971672
"FGD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGD4",939.391829424023,960.427178339196,1020.08401318035,1100.89573679315,1013.19850133443,758.686457569087,1259.86326488755,1030.27699272682,939.486822784462,761.504106297523
"FGD5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGD6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGF11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGFBP3",91.4136378211902,99.9215323636514,126.557460148125,99.9071855620171,99.7011285638987,86.3733852208404,103.781720458446,107.589274814622,81.5555211952102,89.5706463559211
"FGFR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGFR1OP2",2296.71615327278,2311.24251986124,2062.7162328838,2769.57126830318,1819.5004335691,1687.48819647135,2075.0734784064,2430.89162565709,2385.42404676825,1708.97115099904
"FGFR2",312.538586951014,611.119492992994,214.934850234357,387.044694067907,144.049028108181,251.330672269114,549.159216123964,529.951545252378,954.615930498473,1198.43104399153
"FGFR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGFR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGFRL1",2073.90152739133,1866.58700651614,2050.66595587542,2290.28148592015,2127.80890349798,1622.53640806608,3892.0173256442,1734.9445229764,1838.07030643176,2738.53841649347
"FGGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FGR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FH",2661.52036151408,2248.2238611863,2286.79207962239,2298.79799944267,2031.07073658209,1935.80692749455,2589.28964471882,2329.92133546434,2850.12785730168,2983.4758490553
"FHDC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FHIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FHL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FHL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FHL3",1288.78600487403,1454.06995720891,994.63414109941,807.743995020446,876.830309741726,1947.02344538779,736.961753342495,1312.2963152454,1283.70281843326,1052.36546645194
"FHOD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIBP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FICD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIG4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIGNL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FILIP1L",1071.40799630437,892.643785814647,831.247673907778,508.659995521894,790.859471795393,801.006038126916,828.492375859261,856.386290266295,525.292049313482,577.677121605406
"FIP1L1",1115.06426927167,1083.86030596228,961.517231003725,1118.88096515261,1157.68170640766,1201.73266005254,1022.05522868453,1059.19511967625,1055.47368534209,1180.24360087448
"FIS1",3680.22598071401,4587.53487501826,4640.39427129381,4148.17447295731,3752.2381074937,5500.82690923317,5882.80949843166,4676.52637308578,4502.93175583283,4721.43930875568
"FITM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FITM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FKBP10",1414.61885769488,1433.18597186954,1515.41630445076,535.290973629913,701.388318985091,1382.19914636347,620.418757734745,901.861594909708,1168.24219175796,1412.35063095139
"FKBP11",412.918301412169,361.498087800245,305.956208444291,433.069180953211,289.350720915505,342.889539417021,152.554827308491,242.639985858356,217.076218624413,227.065354857835
"FKBP14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FKBP15",3986.66048501469,3827.60155534331,4340.36200484923,4114.03701979701,4357.03357499257,4403.37454508598,3169.19885020182,3913.69274404443,4063.42865127312,4507.01109041428
"FKBP1A",13337.4513031091,15094.1432102455,11995.7394460502,12538.0287933759,14802.6766747594,13785.5774758846,11545.1889622912,10792.4851552001,14759.4307781507,11056.2739418866
"FKBP1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FKBP2",1608.60413887895,1617.53907038964,1975.33291821666,2043.74997015135,1606.29576202367,2219.2018526727,1545.1315160809,1883.3051170879,1687.02773286983,1943.62644036697
"FKBP3",2346.82675560551,2115.53716215516,2234.78632420276,2473.74682980711,2340.61549863365,2315.23561126164,2021.88792361399,1969.55162798514,2079.69521342526,2312.75153199756
"FKBP4",9052.72474805237,7602.05964864376,8521.46677545704,7075.65528478879,6251.46522023627,5628.74167748811,3968.03603489485,7326.21679992246,7936.17729890125,9642.10304255684
"FKBP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FKBP7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FKBP8",83716.8439043959,95686.2813593548,151211.381583692,111569.417311844,81300.4567304376,127287.873350195,84643.1200333939,126914.370426074,72819.2238051694,113547.725136895
"FKBP9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
